Excel_Row_Number,Trustpilot_Review_ID,Trustpilot_URL,Field_Tested,Original_Excel_Value,Fresh_Trustpilot_Value,Final_Excel_Value,Identity_Verification_Result,QA_Classification,Confidence,Explanation,Fresh_Evidence_Source
800,64d5a1fe8939eed74a3a682d,https://www.trustpilot.com/reviews/64d5a1fe8939eed74a3a682d,Support_reply,"Hi Susan, thank you for your feedback and we are sorry to hear that the color of the items that you purchased did not meet your expectations. Apologies for any inconvenience that this has caused you. ","Hi Susan, thank you for your feedback and we are sorry to hear that the color of the items that you purchased did not meet your expectations. Apologies for any inconvenience that this has caused you. ","Hi Susan, thank you for your feedback and we are sorry to hear that the color of the items that you purchased did not meet your expectations. Apologies for any inconvenience that this has caused you. ",EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Susan, thank you for your feedback and we are sorry to he...'), but Final Excel target column 9 ('Support_reply') remained 'Hi Susan, thank you for your feedback and we are sorry to hear that the color of the items that you purchased did not meet your expectations. Apologies for any inconvenience that this has caused you. Our Customer Experience team is happy to assist you with a free return order, just reach out to support@luluandgeorgia.com if you’re interested. We are available on Live Chat Monday-Friday 9am-5pm PST and we also offer scheduled phone call backs.' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_800_64d5a1fe8939eed74a3a682d.json
1336,69ebeb019827e81fa95f0f4f,https://www.trustpilot.com/reviews/69ebeb019827e81fa95f0f4f,Support_reply,-,"Hi there,
We're happy to hear that the item your ordered met your expectations, and was well-packaged. Thanks for your feedback!
Lulu and Georgia
[are you human?](https://www.trustpilot.com/end-of-the",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi there,
We're happy to hear that the item your ordered met...'), but Final Excel target column 9 ('Support_reply') remained '-' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_1336_69ebeb019827e81fa95f0f4f.json
1370,69e9510f75765b7010ba393a,https://www.trustpilot.com/reviews/69e9510f75765b7010ba393a,Support_reply,-,"Hi Brookelyn,
We're happy to hear that you received helpful service, and beautiful product! Thank you for your positive feedback; we appreciate it.
Lulu and Georgia
[are you human?](https://www.trustp",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Brookelyn,
We're happy to hear that you received helpful ...'), but Final Excel target column 9 ('Support_reply') remained '-' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_1370_69e9510f75765b7010ba393a.json
2009,6a5a6d327e1be49a9353fd9a,https://www.trustpilot.com/reviews/6a5a6d327e1be49a9353fd9a,Support_reply,Thank you for sharing your feedback. We are sincerely sorry to hear of your disappointment with your purchase and that the item did not align with your expectations. We apologize for any difficulty or,"Hi Adrienne,
Thank you for sharing your feedback. We are sincerely sorry to hear of your disappointment with your purchase and that the item did not align with your expectations.
We apologize for any ",Thank you for sharing your feedback. We are sincerely sorry to hear of your disappointment with your purchase and that the item did not align with your expectations. We apologize for any difficulty or,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Adrienne,
Thank you for sharing your feedback. We are sin...'), but Final Excel target column 9 ('Support_reply') remained 'Thank you for sharing your feedback. We are sincerely sorry to hear of your disappointment with your purchase and that the item did not align with your expectations. We apologize for any difficulty or frustration you've experienced with our support channels and return guidelines. If you are still working through this process, please reach out to us at support@luluandgeorgia.com so our team can ensure your inquiry is handled properly.' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_2009_6a5a6d327e1be49a9353fd9a.json
255,64231084b23781c84237bc37,https://www.trustpilot.com/reviews/64231084b23781c84237bc37,Support_reply,"Hi Candice, We thank you for reaching out and we're sorry to hear this was shipped earlier than expected. We will share this information with our teams to further review. If you have any further quest","Hi Candice,
We thank you for reaching out and we're sorry to hear this was shipped earlier than expected. We will share this information with our teams to further review. If you have any further quest","Hi Candice, We thank you for reaching out and we're sorry to hear this was shipped earlier than expected. We will share this information with our teams to further review. If you have any further quest",EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Candice,
We thank you for reaching out and we're sorry to...'), but Final Excel target column 9 ('Support_reply') remained 'Hi Candice, We thank you for reaching out and we're sorry to hear this was shipped earlier than expected. We will share this information with our teams to further review. If you have any further questions or concerns, please reach out to support@luluandgeorgia.com.' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_255_64231084b23781c84237bc37.json
2142,6a7afc49b7b3ea0942531b9b,https://www.trustpilot.com/reviews/6a7afc49b7b3ea0942531b9b,Support_reply,-,"Hello,
We're so happy to hear that our Customer support team was able to provide such helpful assistance with your wallpaper order. Thank you for sharing your positive experience!
Lulu and Georgia
[ar",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hello,
We're so happy to hear that our Customer support team...'), but Final Excel target column 9 ('Support_reply') remained '-' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_2142_6a7afc49b7b3ea0942531b9b.json
1291,69e848f94e9db6f1cae101d4,https://www.trustpilot.com/reviews/69e848f94e9db6f1cae101d4,Support_reply,-,"Updated Apr 22, 2026
Hi Carla,
Thank you for your feedback! We're thrilled to hear that you had a great experience with our delivery, and customer service. If you have any further questions or need as",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Updated Apr 22, 2026
Hi Carla,
Thank you for your feedback! ...'), but Final Excel target column 9 ('Support_reply') remained '-' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_1291_69e848f94e9db6f1cae101d4.json
2104,6a7105664b848d9faf15e520,https://www.trustpilot.com/reviews/6a7105664b848d9faf15e520,Support_reply,-,"Hi Khatija,
We are so thrilled to hear how much you love the pillows, and that your orders have consistently meet your expectations for quality, and durability. Thank you for your feedback!
Lulu and G",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Khatija,
We are so thrilled to hear how much you love the...'), but Final Excel target column 9 ('Support_reply') remained '-' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_2104_6a7105664b848d9faf15e520.json
1817,6a40ea357dd9fbc9cb9c614a,https://www.trustpilot.com/reviews/6a40ea357dd9fbc9cb9c614a,Support_reply,"Hi Lori, Thank you for your feedback! We're sorry to hear about the condition of the bowl. We can see that you are in correspondence with our Customer support team, and they are awaiting the photos of","Hi Lori,
Thank you for your feedback! We're sorry to hear about the condition of the bowl. We can see that you are in correspondence with our Customer support team, and they are awaiting the photos of","Hi Lori, Thank you for your feedback! We're sorry to hear about the condition of the bowl. We can see that you are in correspondence with our Customer support team, and they are awaiting the photos of",EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot had authentic support reply ('Hi Lori,
Thank you for your feedback! We're sorry to hear ab...'), but Final Excel target column 9 ('Support_reply') remained 'Hi Lori, Thank you for your feedback! We're sorry to hear about the condition of the bowl. We can see that you are in correspondence with our Customer support team, and they are awaiting the photos of the damages they requested to help resolve this issue promptly. Lulu and Georgia' because production verifier wrote it to column 7 ('Order Date').",qa_raw_retrievals/row_1817_6a40ea357dd9fbc9cb9c614a.json
1321,69e032012ea2eb5bbb2fd770,https://www.trustpilot.com/reviews/69e032012ea2eb5bbb2fd770,Reply_date,-,"Apr 16, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Apr 16, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Apr 16, 2026' into column 6).",qa_raw_retrievals/row_1321_69e032012ea2eb5bbb2fd770.json
1878,6a55824d745eeb4937964c8a,https://www.trustpilot.com/reviews/6a55824d745eeb4937964c8a,Reply_date,-,"Jul 14, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Jul 14, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Jul 14, 2026' into column 6).",qa_raw_retrievals/row_1878_6a55824d745eeb4937964c8a.json
2196,6a37d0dcb9e3b971fcb9c839,https://www.trustpilot.com/reviews/6a37d0dcb9e3b971fcb9c839,Reply_date,-,"Jun 23, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Jun 23, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Jun 23, 2026' into column 6).",qa_raw_retrievals/row_2196_6a37d0dcb9e3b971fcb9c839.json
1460,6a0b8390633696b0dbbc7bbf,https://www.trustpilot.com/reviews/6a0b8390633696b0dbbc7bbf,Reply_date,-,"May 18, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'May 18, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'May 18, 2026' into column 6).",qa_raw_retrievals/row_1460_6a0b8390633696b0dbbc7bbf.json
97,636eabb9252cba2c02d62733,https://www.trustpilot.com/reviews/636eabb9252cba2c02d62733,Reply_date,-,"Nov 11, 2022",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Nov 11, 2022' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Nov 11, 2022' into column 6).",qa_raw_retrievals/row_97_636eabb9252cba2c02d62733.json
1147,654acfe32cfa451056911e1d,https://www.trustpilot.com/reviews/654acfe32cfa451056911e1d,Reply_date,-,"Nov 9, 2023",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Nov 9, 2023' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Nov 9, 2023' into column 6).",qa_raw_retrievals/row_1147_654acfe32cfa451056911e1d.json
1810,6a3b367f686fc45f3ebd69db,https://www.trustpilot.com/reviews/6a3b367f686fc45f3ebd69db,Reply_date,-,"Jun 24, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Jun 24, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Jun 24, 2026' into column 6).",qa_raw_retrievals/row_1810_6a3b367f686fc45f3ebd69db.json
1605,6a1f15603793527c65582a87,https://www.trustpilot.com/reviews/6a1f15603793527c65582a87,Reply_date,-,"Jun 2, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Jun 2, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Jun 2, 2026' into column 6).",qa_raw_retrievals/row_1605_6a1f15603793527c65582a87.json
1114,651ca69d0ac945f55a6a87fd,https://www.trustpilot.com/reviews/651ca69d0ac945f55a6a87fd,Reply_date,-,"Oct 4, 2023",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Oct 4, 2023' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Oct 4, 2023' into column 6).",qa_raw_retrievals/row_1114_651ca69d0ac945f55a6a87fd.json
1308,69e8ac3c5c10acc7e385322d,https://www.trustpilot.com/reviews/69e8ac3c5c10acc7e385322d,Reply_date,-,"Apr 22, 2026",-,EXACT_REVIEW_ID_MATCH,EXTRACTION_ERROR,High,"Trustpilot provided 'Apr 22, 2026' (differing from original '-'), but Final Excel target column 8 has '-'. (Production verifier incorrectly wrote 'Apr 22, 2026' into column 6).",qa_raw_retrievals/row_1308_69e8ac3c5c10acc7e385322d.json
